Plate Name,Experiment Name,Specimen Name,Sample Name,Workspace Name,Plot Name,Gate Name,X Parameter,Y Parameter,Event Count,% Parent,% Total,Mean X,Mean Y,Median X,Median Y,Std. Dev. X,Std. Dev. Y,% C.V. X,% C.V. Y,Concentration,
N/A,IGP_II_20170417,Specimen,Sample(33),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1612.903226,
N/A,IGP_II_20170417,Specimen,Sample(33),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,624.967742,
N/A,IGP_II_20170417,Specimen,Sample(34),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,3030.30303,
N/A,IGP_II_20170417,Specimen,Sample(34),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"17,215",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,521.666667,
N/A,IGP_II_20170417,Specimen,Sample(34),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,3030.30303,
N/A,IGP_II_20170417,Specimen,Sample(34),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,440.212121,
N/A,IGP_II_20170417,Specimen,Sample(35),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2040.816327,
N/A,IGP_II_20170417,Specimen,Sample(35),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"28,261",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,576.755102,
N/A,IGP_II_20170417,Specimen,Sample(35),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2040.816327,
N/A,IGP_II_20170417,Specimen,Sample(35),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,476.020408,
N/A,IGP_II_20170417,Specimen,Sample(36),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2000,
N/A,IGP_II_20170417,Specimen,Sample(36),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"15,660",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,313.2,
N/A,IGP_II_20170417,Specimen,Sample(36),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2000,
N/A,IGP_II_20170417,Specimen,Sample(36),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,257.08,
N/A,IGP_II_20170417,Specimen,Sample(37),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,3333.333333,
N/A,IGP_II_20170417,Specimen,Sample(37),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"15,952",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,531.733333,
N/A,IGP_II_20170417,Specimen,Sample(37),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,3333.333333,
N/A,IGP_II_20170417,Specimen,Sample(37),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,434.866667,
N/A,IGP_II_20170417,Specimen,Sample(38),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1923.076923,
N/A,IGP_II_20170417,Specimen,Sample(38),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"23,496",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,451.846154,
N/A,IGP_II_20170417,Specimen,Sample(38),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1923.076923,
N/A,IGP_II_20170417,Specimen,Sample(38),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,391.096154,
N/A,IGP_II_20170417,Specimen,Sample(39),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,5000,
N/A,IGP_II_20170417,Specimen,Sample(39),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"12,280",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,614,
N/A,IGP_II_20170417,Specimen,Sample(39),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,5000,
N/A,IGP_II_20170417,Specimen,Sample(39),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,538.95,
N/A,IGP_II_20170417,Specimen,Sample(40),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2222.222222,
N/A,IGP_II_20170417,Specimen,Sample(40),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"48,042",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1067.6,
N/A,IGP_II_20170417,Specimen,Sample(40),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2222.222222,
N/A,IGP_II_20170417,Specimen,Sample(40),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,844.088889,
N/A,IGP_II_20170417,Specimen,Sample(41),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2083.333333,
N/A,IGP_II_20170417,Specimen,Sample(41),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"46,488",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,968.5,
N/A,IGP_II_20170417,Specimen,Sample(41),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2083.333333,
N/A,IGP_II_20170417,Specimen,Sample(41),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,792.979167,
N/A,IGP_II_20170417,Specimen,Sample(42),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1204.819277,
N/A,IGP_II_20170417,Specimen,Sample(42),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"43,612",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,525.445783,
N/A,IGP_II_20170417,Specimen,Sample(42),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1204.819277,
N/A,IGP_II_20170417,Specimen,Sample(42),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,439.987952,
N/A,IGP_II_20170417,Specimen,Sample(43),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"23,265",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,232.65,
N/A,IGP_II_20170417,Specimen,Sample(43),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"13,034",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,130.34,
N/A,IGP_II_20170417,Specimen,Sample(43),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,232.65,
N/A,IGP_II_20170417,Specimen,Sample(43),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,117.88,
N/A,IGP_II_20170417,Specimen,Sample(44),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"38,656",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,386.56,
N/A,IGP_II_20170417,Specimen,Sample(44),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"11,514",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,115.14,
N/A,IGP_II_20170417,Specimen,Sample(44),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,386.56,
N/A,IGP_II_20170417,Specimen,Sample(44),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,96.68,
N/A,IGP_II_20170417,Specimen,Sample(45),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"22,860",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,228.6,
N/A,IGP_II_20170417,Specimen,Sample(45),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"10,063",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,100.63,
N/A,IGP_II_20170417,Specimen,Sample(45),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,228.6,
N/A,IGP_II_20170417,Specimen,Sample(45),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,86.84,
N/A,IGP_II_20170417,Specimen,Sample(46),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"34,012",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,340.12,
N/A,IGP_II_20170417,Specimen,Sample(46),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"15,480",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,154.8,
N/A,IGP_II_20170417,Specimen,Sample(46),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,340.12,
N/A,IGP_II_20170417,Specimen,Sample(46),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,135.26,
N/A,IGP_II_20170417,Specimen,Sample(47),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"32,793",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,327.93,
N/A,IGP_II_20170417,Specimen,Sample(47),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"12,987",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,129.87,
N/A,IGP_II_20170417,Specimen,Sample(47),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,327.93,
N/A,IGP_II_20170417,Specimen,Sample(47),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,112.11,
N/A,IGP_II_20170417,Specimen,Sample(48),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"46,689",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,466.89,
N/A,IGP_II_20170417,Specimen,Sample(48),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"13,536",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,135.36,
N/A,IGP_II_20170417,Specimen,Sample(48),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,466.89,
N/A,IGP_II_20170417,Specimen,Sample(48),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,115.64,
N/A,IGP_II_20170417,Specimen,Sample(49),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"65,991",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,659.91,
N/A,IGP_II_20170417,Specimen,Sample(49),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"20,761",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,207.61,
N/A,IGP_II_20170417,Specimen,Sample(49),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,659.91,
N/A,IGP_II_20170417,Specimen,Sample(49),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,181.45,
N/A,IGP_II_20170417,Specimen,Sample(50),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1219.512195,
N/A,IGP_II_20170417,Specimen,Sample(50),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"17,316",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,211.170732,
N/A,IGP_II_20170417,Specimen,Sample(50),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1219.512195,
N/A,IGP_II_20170417,Specimen,Sample(50),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,180.134146,
N/A,IGP_II_20170417,Specimen,Sample(51),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1923.076923,
N/A,IGP_II_20170417,Specimen,Sample(51),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"16,236",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,312.230769,
N/A,IGP_II_20170417,Specimen,Sample(51),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1923.076923,
N/A,IGP_II_20170417,Specimen,Sample(51),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,259.980769,
N/A,IGP_II_20170417,Specimen,Sample(52),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4166.666667,
N/A,IGP_II_20170417,Specimen,Sample(52),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"29,076",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,211.5,
N/A,IGP_II_20170417,Specimen,Sample(52),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4166.666667,
N/A,IGP_II_20170417,Specimen,Sample(52),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,935.291667,
N/A,IGP_II_20170417,Specimen,Sample(53),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1449.275362,
N/A,IGP_II_20170417,Specimen,Sample(53),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"19,728",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,285.913043,
N/A,IGP_II_20170417,Specimen,Sample(53),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1449.275362,
N/A,IGP_II_20170417,Specimen,Sample(53),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,212.304348,
N/A,IGP_II_20170417,Specimen,Sample(54),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,7692.307692,
N/A,IGP_II_20170417,Specimen,Sample(54),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"10,016",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,770.461538,
N/A,IGP_II_20170417,Specimen,Sample(54),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,7692.307692,
N/A,IGP_II_20170417,Specimen,Sample(54),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,528.076923,
N/A,IGP_II_20170417,Specimen,Sample(55),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,3225.806452,
N/A,IGP_II_20170417,Specimen,Sample(55),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"29,300",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,945.16129,
N/A,IGP_II_20170417,Specimen,Sample(55),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,3225.806452,
N/A,IGP_II_20170417,Specimen,Sample(55),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,756.935484,
N/A,IGP_II_20170417,Specimen,Sample(56),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,5263.157895,
N/A,IGP_II_20170417,Specimen,Sample(56),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"20,182",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1062.210526,
N/A,IGP_II_20170417,Specimen,Sample(56),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,5263.157895,
N/A,IGP_II_20170417,Specimen,Sample(56),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,843.842105,
N/A,IGP_II_20170417,Specimen,Sample(57),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4000,
N/A,IGP_II_20170417,Specimen,Sample(57),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"28,178",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1127.12,
N/A,IGP_II_20170417,Specimen,Sample(57),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4000,
N/A,IGP_II_20170417,Specimen,Sample(57),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,865.8,
N/A,IGP_II_20170417,Specimen,Sample(58),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4347.826087,
N/A,IGP_II_20170417,Specimen,Sample(58),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"24,742",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1075.73913,
N/A,IGP_II_20170417,Specimen,Sample(58),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4347.826087,
N/A,IGP_II_20170417,Specimen,Sample(58),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,821.043478,
N/A,IGP_II_20170417,Specimen,Sample(59),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4000,
N/A,IGP_II_20170417,Specimen,Sample(59),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"15,597",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,623.88,
N/A,IGP_II_20170417,Specimen,Sample(59),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4000,
N/A,IGP_II_20170417,Specimen,Sample(59),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,521.32,
N/A,IGP_II_20170417,Specimen,Sample(60),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2857.142857,
N/A,IGP_II_20170417,Specimen,Sample(60),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"17,293",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,494.085714,
N/A,IGP_II_20170417,Specimen,Sample(60),OSCAR_exp,BL1-H vs BL1-A,All Events,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,2857.142857,
N/A,IGP_II_20170417,Specimen,Sample(60),OSCAR_exp,BL1-H vs BL1-A,R1,BL1-H,BL1-A,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,403.971429,
N/A,IGP_II_20170417,Specimen,Sample(61),OSCAR_exp,BL1-A vs BL3-A,All Events,BL1-A,BL3-A,"100,000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,4166.666667,
N/A,IGP_II_20170417,Specimen,Sample(61),OSCAR_exp,BL1-A vs BL3-A,culture population,BL1-A,BL3-A,"27,960",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,1165,
